,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,TotalGoodSQ,TotalSQ,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_PreCast,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Central Air_Y,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_No Garage,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD 
1256,90,64.0,7018,0.6963988357605972,1.0,0.8813474756752515,0.32334632339372626,1.0,1979,1979,0.0,0.3826065808352946,0.7841157116243731,0.32272901101307894,0.4748026916507283,0.41101462005194517,0.44756977387521835,0.0,0.49486588987153834,0.0,0.0,0.0,0.6433747371158498,1.0,1120,1120,0,2240,0.0,0.0,2,0,6,2,0.4146595225774261,12,1.0,0,0.42838321266618695,1979.0,0.5868130055812731,2.0,528.0,0.7160470644230313,0.9004025767981475,1.0,154,0,0,0,0,0,0,6,2009,142953.0,4480.0,4480.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1257,120,50.0,9466,1.0,1.0,0.8813474756752515,0.6503097213045543,1.0,1994,1995,0.0,0.616360344765164,0.7841157116243731,0.6146692362149611,0.8216378421610232,1.0,0.645070279445945,457.0,0.8520883093409077,1037.0,0.0,1494.0,1.0,1.0,1494,0,0,1494,1.0,0.0,1,1,1,1,0.629054883117901,5,1.0,1,0.7046498809455012,1994.0,1.0,2.0,478.0,0.7160470644230313,0.9004025767981475,1.0,0,30,0,0,217,0,0,5,2007,279700.0,4482.0,4482.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1258,20,70.0,8400,0.6963988357605972,1.0,0.8813474756752515,0.32334632339372626,1.0,1957,1957,0.0,0.3826065808352946,0.7841157116243731,0.32701062821998905,0.8216378421610232,0.697239334208413,0.6317708762411675,623.0,0.8369692009144983,0.0,556.0,1179.0,0.7414515730156677,1.0,1364,0,0,1364,0.0,0.0,1,1,3,1,0.4146595225774261,6,1.0,1,0.7046498809455012,1957.0,0.8540094627476195,1.0,331.0,0.7160470644230313,0.9004025767981475,1.0,0,60,0,0,0,0,0,3,2006,132000.0,3351.0,3907.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1259,60,69.22459016393442,11050,0.6963988357605972,1.0,0.8813474756752515,0.8869200359388869,1.0,2000,2000,204.0,0.616360344765164,0.7841157116243731,1.0,0.8216378421610232,0.697239334208413,1.0,904.0,0.8369692009144983,0.0,536.0,1440.0,1.0,1.0,1476,677,0,2153,1.0,0.0,2,1,3,1,1.0,8,1.0,2,1.0,2000.0,1.0,3.0,736.0,0.7160470644230313,0.9004025767981475,1.0,253,142,0,0,0,0,0,5,2009,313000.0,5210.0,5746.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1260,50,60.0,11040,0.6963988357605972,1.0,1.0,0.2581335035177711,0.7193835183124695,1920,1950,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6029673542511822,637.0,0.8369692009144983,0.0,0.0,637.0,0.7414515730156677,1.0,897,439,0,1336,0.0,0.0,1,1,3,1,0.4146595225774261,7,1.0,0,0.42838321266618695,1994.0,0.5868130055812731,1.0,570.0,0.7160470644230313,0.9004025767981475,1.0,0,47,120,0,0,0,0,9,2006,108000.0,3309.0,3309.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1261,60,60.0,6931,0.6963988357605972,1.0,0.8813474756752515,0.4873789157246148,1.0,2003,2004,92.0,0.616360344765164,0.7841157116243731,0.6146692362149611,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,746.0,746.0,1.0,1.0,760,896,0,1656,0.0,0.0,2,1,3,1,0.629054883117901,7,1.0,1,0.7046498809455012,2003.0,1.0,2.0,397.0,0.7160470644230313,0.9004025767981475,1.0,178,128,0,0,0,0,0,7,2008,165400.0,3312.0,4058.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1262,60,65.0,12438,0.9055113206130321,1.0,0.8813474756752515,0.3902550148728713,1.0,1995,1995,68.0,0.616360344765164,0.7841157116243731,0.6146692362149611,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,781.0,781.0,1.0,1.0,795,704,0,1499,0.0,0.0,2,1,3,1,0.629054883117901,6,1.0,1,0.6181148317212746,1995.0,0.8540094627476195,2.0,473.0,0.7160470644230313,0.9004025767981475,1.0,413,91,0,0,0,0,0,8,2006,187000.0,2998.0,3779.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1263,60,174.0,15138,0.9055113206130321,1.0,0.8813474756752515,0.6503097213045543,1.0,1995,1996,506.0,0.616360344765164,0.7841157116243731,0.6146692362149611,0.8216378421610232,0.6057699985889117,1.0,689.0,0.8369692009144983,0.0,773.0,1462.0,1.0,1.0,1490,1304,0,2794,1.0,0.0,2,1,4,1,1.0,9,1.0,1,0.6181148317212746,1995.0,1.0,3.0,810.0,0.7160470644230313,0.9004025767981475,1.0,0,146,202,0,0,0,0,7,2009,403000.0,6277.0,7050.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1264,60,69.22459016393442,12046,0.9055113206130321,1.0,0.8813474756752515,0.3902550148728713,0.7193835183124695,1976,1976,298.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.645070279445945,156.0,0.8369692009144983,0.0,692.0,848.0,0.6433747371158498,1.0,1118,912,0,2030,0.0,0.0,2,1,4,1,0.629054883117901,8,1.0,1,0.6181148317212746,1976.0,1.0,2.0,551.0,0.7160470644230313,0.9004025767981475,1.0,0,224,0,0,0,0,0,6,2007,195000.0,4216.0,4908.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1265,80,100.0,9600,0.9055113206130321,1.0,0.8813474756752515,0.3902550148728713,1.0,1961,1961,291.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.7594051072641844,0.6917926034843753,600.0,0.8369692009144983,0.0,618.0,1218.0,0.6433747371158498,1.0,1254,0,0,1254,1.0,0.0,1,0,3,1,0.4146595225774261,6,1.0,1,0.7046498809455012,1961.0,0.8540094627476195,2.0,525.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,168,0,0,5,2007,158500.0,3108.0,3726.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1266,60,90.0,11367,0.6963988357605972,1.0,0.8813474756752515,0.6503097213045543,1.0,2002,2002,210.0,0.616360344765164,0.7841157116243731,0.6146692362149611,0.8216378421610232,0.697239334208413,1.0,932.0,0.8369692009144983,0.0,133.0,1065.0,1.0,1.0,1091,898,0,1989,1.0,0.0,2,1,3,1,0.629054883117901,7,1.0,1,0.7046498809455012,2002.0,1.0,2.0,586.0,0.7160470644230313,0.9004025767981475,1.0,199,60,0,0,0,0,0,11,2006,255000.0,4910.0,5043.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1267,20,56.0,26073,0.9055113206130321,1.0,0.8813474756752515,0.32334632339372626,1.0,1956,1956,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6029673542511822,1116.0,0.8369692009144983,0.0,782.0,1898.0,1.0,0.6527395624870053,1898,0,0,1898,0.0,0.0,2,1,3,1,0.4146595225774261,7,1.0,2,0.6181148317212746,1956.0,0.5868130055812731,2.0,484.0,0.7160470644230313,0.9004025767981475,1.0,0,51,224,0,0,0,0,4,2008,236500.0,4912.0,5694.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1268,20,65.0,7150,0.6963988357605972,1.0,0.8813474756752515,0.32334632339372626,0.7193835183124695,1966,1966,52.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6317708762411675,725.0,0.8369692009144983,0.0,263.0,988.0,0.6433747371158498,1.0,988,0,0,988,1.0,0.0,1,0,3,1,0.4146595225774261,5,1.0,0,0.42838321266618695,1974.0,0.5868130055812731,1.0,360.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,0,11,2007,129250.0,2701.0,2964.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1269,20,100.0,15602,0.9055113206130321,1.0,0.8813474756752515,0.4873789157246148,0.7530009983658427,1959,1997,0.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6917926034843753,1247.0,0.8369692009144983,0.0,254.0,1501.0,0.6433747371158498,1.0,1801,0,0,1801,1.0,0.0,2,0,1,1,0.4146595225774261,6,1.0,2,0.6181148317212746,1959.0,1.0,2.0,484.0,0.7160470644230313,0.9004025767981475,1.0,0,54,0,0,161,0,0,3,2010,289000.0,4849.0,5103.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1270,90,76.0,10260,0.6963988357605972,1.0,0.8813474756752515,0.32334632339372626,0.5507426858357786,1976,1976,0.0,0.3826065808352946,0.7841157116243731,0.32272901101307894,0.4748026916507283,0.41101462005194517,0.44756977387521835,0.0,0.49486588987153834,0.0,0.0,0.0,0.6433747371158498,1.0,936,936,0,1872,0.0,0.0,2,2,4,2,0.4146595225774261,8,1.0,0,0.42838321266618695,1976.0,0.5868130055812731,2.0,484.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,0,11,2008,100000.0,3744.0,3744.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1271,60,69.22459016393442,12728,0.6963988357605972,1.0,0.8813474756752515,0.6503097213045543,1.0,2001,2001,256.0,0.616360344765164,0.7841157116243731,0.6146692362149611,0.8216378421610232,0.697239334208413,1.0,1198.0,0.8369692009144983,0.0,333.0,1531.0,1.0,1.0,1531,908,0,2439,1.0,0.0,2,1,4,1,0.629054883117901,7,1.0,1,0.6181148317212746,2001.0,1.0,2.0,560.0,0.7160470644230313,0.9004025767981475,1.0,184,121,0,0,0,0,0,1,2007,275000.0,6076.0,6409.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1272,60,96.0,11690,0.9055113206130321,1.0,0.8813474756752515,0.6503097213045543,1.0,1999,2000,192.0,0.616360344765164,0.7841157116243731,0.6146692362149611,0.8216378421610232,0.7594051072641844,0.6993147444892988,0.0,0.8369692009144983,0.0,850.0,850.0,1.0,1.0,886,878,0,1764,0.0,0.0,2,1,3,1,0.629054883117901,7,1.0,1,0.6181148317212746,1999.0,0.5868130055812731,2.0,560.0,0.7160470644230313,0.9004025767981475,1.0,120,29,0,0,0,0,0,6,2008,207000.0,3528.0,4378.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1273,20,71.0,9230,0.6963988357605972,1.0,0.8813474756752515,0.32334632339372626,0.7530009983658427,1965,1998,166.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.697239334208413,1.0,661.0,0.8369692009144983,0.0,203.0,864.0,0.7414515730156677,1.0,1200,0,0,1200,1.0,0.0,1,1,1,1,0.629054883117901,6,1.0,0,0.42838321266618695,1977.0,0.5868130055812731,2.0,884.0,0.7160470644230313,0.9004025767981475,1.0,0,64,0,0,0,0,0,10,2006,146000.0,3061.0,3264.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1274,160,21.0,1890,0.6963988357605972,1.0,0.8813474756752515,0.3902550148728713,0.7501703825045857,1972,1972,380.0,0.3826065808352946,0.7841157116243731,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6917926034843753,282.0,0.8369692009144983,0.0,212.0,494.0,1.0,1.0,494,536,0,1030,0.0,0.0,1,1,3,1,0.4146595225774261,6,1.0,0,0.42838321266618695,1973.0,0.5868130055812731,1.0,264.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,0,7,2006,116000.0,2342.0,2554.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1275,60,69.22459016393442,9375,0.6963988357605972,1.0,0.8813474756752515,0.4873789157246148,1.0,1997,1998,573.0,0.3826065808352946,0.7841157116243731,0.6146692362149611,0.8216378421610232,0.6057699985889117,1.0,739.0,0.8369692009144983,0.0,318.0,1057.0,1.0,1.0,1057,977,0,2034,1.0,0.0,2,1,3,1,0.629054883117901,8,1.0,0,0.42838321266618695,1998.0,0.8540094627476195,2.0,645.0,0.7160470644230313,0.9004025767981475,1.0,576,36,0,0,0,0,0,2,2009,219500.0,4807.0,5125.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1276,120,48.0,3480,0.6963988357605972,1.0,0.8813474756752515,0.4873789157246148,1.0,2003,2003,163.0,0.616360344765164,0.7841157116243731,0.6146692362149611,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,1405.0,1405.0,1.0,1.0,1405,0,0,1405,0.0,0.0,2,0,2,1,0.629054883117901,6,1.0,1,0.6181148317212746,2003.0,0.8540094627476195,2.0,478.0,0.7160470644230313,0.9004025767981475,1.0,148,36,0,0,0,0,0,11,2009,173000.0,2810.0,4215.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
